ID Métier,Nom du Métier,Domaine du Métier,Niveau de Formation,Expérience Attendue,Opportunités de Carrière,Compétences du Métier,Code ROME,Description
8798,Ingénieur Sécurité,Transport,Bac +2,Débutant,Consultant,"Analyse financière, Conception réseau, Sécurité des systèmes",K2101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8799,Spécialiste Cloud,Transport,Doctorat,Intermédiaire,Spécialiste,"Cloud computing, Analyse de données, Leadership",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8800,Spécialiste Cloud,Santé,Master,Confirmé,Spécialiste,"Communication, Conception réseau, Cloud computing",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8801,Analyste Cybersécurité,Transport,Bac +3,Expert,Entrepreneur,"Communication, Analyse de données, Sécurité des systèmes",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8802,Technicien Réseaux,Énergie,Doctorat,Débutant,Consultant,"Cloud computing, Communication, Gestion de projet",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8803,Analyste Cybersécurité,Commerce,Bac +3,Débutant,Manager,"Analyse financière, Sécurité des systèmes, Créativité",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8804,Ingénieur Sécurité,Education,Bac,Confirmé,Formateur,"Gestion de projet, Sécurité des systèmes, Communication",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8805,Administrateur Systèmes,RH,Bac,Intermédiaire,Entrepreneur,"Cloud computing, Créativité, Analyse de données",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8806,Analyste Cybersécurité,RH,Bac,Confirmé,Spécialiste,"Gestion de projet, Cloud computing, Conception réseau",M1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8807,Développeur Web,RH,Bac +3,Débutant,Manager,"Leadership, Communication, Conception réseau",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8808,Développeur Web,Informatique,Bac +2,Expert,Consultant,"Leadership, Programmation, Sécurité des systèmes",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8809,Chef de Projet IT,Informatique,Master,Débutant,Spécialiste,"Sécurité des systèmes, Leadership, Gestion de projet",N3203,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8810,Analyste Cybersécurité,RH,Bac +3,Confirmé,Formateur,"Gestion de projet, Programmation, Analyse financière",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8811,Ingénieur Sécurité,Informatique,Master,Confirmé,Consultant,"Gestion de projet, Cloud computing, Créativité",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8812,Spécialiste Cloud,Marketing,Master,Débutant,Entrepreneur,"Leadership, Cloud computing, Gestion de projet",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8813,Consultant Big Data,Education,Master,Expert,Formateur,"Analyse de données, Conception réseau, Leadership",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8814,Spécialiste Cloud,Construction,Doctorat,Expert,Spécialiste,"Analyse financière, Analyse de données, Sécurité des systèmes",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8815,Consultant Big Data,Santé,Doctorat,Expert,Manager,"Sécurité des systèmes, Analyse financière, Créativité",J1201,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8816,Développeur Web,Transport,Bac,Confirmé,Spécialiste,"Cloud computing, Analyse financière, Communication",M1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8817,Développeur Web,Finance,Bac +2,Intermédiaire,Entrepreneur,"Communication, Cloud computing, Gestion de projet",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8818,Data Scientist,Énergie,Bac,Expert,Spécialiste,"Gestion de projet, Programmation, Créativité",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8819,Analyste Cybersécurité,Transport,Bac +2,Débutant,Consultant,"Créativité, Conception réseau, Analyse de données",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8820,Spécialiste Cloud,Santé,Bac,Intermédiaire,Manager,"Communication, Sécurité des systèmes, Créativité",J1201,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8821,Chef de Projet IT,RH,Bac,Débutant,Entrepreneur,"Analyse financière, Gestion de projet, Conception réseau",K2101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8822,Ingénieur Logiciel,Informatique,Doctorat,Intermédiaire,Manager,"Conception réseau, Cloud computing, Programmation",F1103,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8823,Ingénieur Logiciel,Informatique,Bac +2,Confirmé,Spécialiste,"Créativité, Sécurité des systèmes, Gestion de projet",H1206,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8824,Administrateur Systèmes,Construction,Bac,Débutant,Formateur,"Créativité, Analyse financière, Programmation",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8825,Ingénieur Logiciel,RH,Bac +2,Débutant,Manager,"Cloud computing, Conception réseau, Sécurité des systèmes",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8826,Administrateur Systèmes,Santé,Bac +3,Intermédiaire,Formateur,"Cloud computing, Gestion de projet, Communication",M1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8827,Ingénieur Logiciel,Construction,Doctorat,Débutant,Spécialiste,"Communication, Sécurité des systèmes, Conception réseau",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8828,Ingénieur Sécurité,Finance,Bac,Expert,Manager,"Gestion de projet, Communication, Créativité",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8829,Data Scientist,Commerce,Bac,Débutant,Manager,"Gestion de projet, Communication, Sécurité des systèmes",J1201,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8830,Analyste Cybersécurité,Commerce,Bac +3,Expert,Manager,"Leadership, Créativité, Gestion de projet",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8831,Chef de Projet IT,Santé,Bac,Débutant,Manager,"Cloud computing, Conception réseau, Leadership",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8832,Analyste Cybersécurité,Commerce,Bac +2,Expert,Manager,"Créativité, Analyse de données, Analyse financière",I1401,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8833,Technicien Réseaux,Education,Master,Confirmé,Spécialiste,"Conception réseau, Sécurité des systèmes, Communication",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8834,Ingénieur Logiciel,RH,Bac +3,Intermédiaire,Manager,"Conception réseau, Leadership, Créativité",I1401,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8835,Spécialiste Cloud,Education,Bac,Confirmé,Formateur,"Communication, Leadership, Sécurité des systèmes",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8836,Développeur Web,Finance,Master,Débutant,Spécialiste,"Créativité, Analyse de données, Leadership",J1201,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8837,Consultant Big Data,Santé,Bac,Intermédiaire,Spécialiste,"Cloud computing, Leadership, Sécurité des systèmes",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8838,Spécialiste Cloud,Informatique,Bac,Débutant,Consultant,"Gestion de projet, Sécurité des systèmes, Analyse financière",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8839,Ingénieur Logiciel,Construction,Master,Intermédiaire,Formateur,"Gestion de projet, Programmation, Analyse de données",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8840,Chef de Projet IT,RH,Bac +3,Expert,Consultant,"Programmation, Leadership, Cloud computing",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8841,Ingénieur Logiciel,Education,Bac +2,Expert,Formateur,"Conception réseau, Communication, Gestion de projet",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8842,Ingénieur Logiciel,Construction,Doctorat,Débutant,Formateur,"Communication, Analyse de données, Gestion de projet",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8843,Ingénieur Sécurité,Commerce,Bac +2,Expert,Formateur,"Analyse financière, Conception réseau, Créativité",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8844,Consultant Big Data,Education,Bac +3,Expert,Entrepreneur,"Programmation, Sécurité des systèmes, Leadership",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8845,Administrateur Systèmes,Transport,Bac +3,Confirmé,Consultant,"Programmation, Communication, Analyse financière",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8846,Ingénieur Logiciel,Informatique,Doctorat,Intermédiaire,Consultant,"Conception réseau, Analyse de données, Analyse financière",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8847,Consultant Big Data,Informatique,Bac +3,Expert,Spécialiste,"Leadership, Communication, Gestion de projet",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8848,Consultant Big Data,Santé,Doctorat,Confirmé,Manager,"Créativité, Communication, Analyse de données",I1401,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8849,Ingénieur Sécurité,Construction,Bac,Confirmé,Manager,"Leadership, Conception réseau, Communication",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8850,Data Scientist,Informatique,Bac +3,Intermédiaire,Formateur,"Programmation, Communication, Gestion de projet",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8851,Consultant Big Data,Informatique,Master,Intermédiaire,Entrepreneur,"Analyse financière, Sécurité des systèmes, Leadership",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8852,Ingénieur Sécurité,Marketing,Bac,Confirmé,Spécialiste,"Analyse de données, Sécurité des systèmes, Conception réseau",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8853,Consultant Big Data,Construction,Doctorat,Intermédiaire,Entrepreneur,"Programmation, Analyse financière, Sécurité des systèmes",J1201,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8854,Développeur Web,Informatique,Bac +3,Expert,Spécialiste,"Cloud computing, Gestion de projet, Leadership",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8855,Consultant Big Data,Transport,Bac +2,Débutant,Entrepreneur,"Analyse financière, Créativité, Communication",I1401,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8856,Ingénieur Logiciel,Informatique,Doctorat,Intermédiaire,Spécialiste,"Programmation, Analyse financière, Gestion de projet",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8857,Technicien Réseaux,RH,Bac,Débutant,Consultant,"Cloud computing, Gestion de projet, Analyse de données",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8858,Consultant Big Data,Commerce,Master,Confirmé,Spécialiste,"Leadership, Gestion de projet, Communication",J1201,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8859,Ingénieur Logiciel,Construction,Master,Intermédiaire,Entrepreneur,"Analyse financière, Analyse de données, Conception réseau",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8860,Ingénieur Logiciel,Finance,Doctorat,Débutant,Consultant,"Programmation, Analyse de données, Analyse financière",D1202,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8861,Ingénieur Sécurité,Finance,Doctorat,Intermédiaire,Entrepreneur,"Analyse de données, Sécurité des systèmes, Programmation",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8862,Administrateur Systèmes,Transport,Doctorat,Confirmé,Spécialiste,"Gestion de projet, Cloud computing, Conception réseau",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8863,Technicien Réseaux,Informatique,Doctorat,Intermédiaire,Entrepreneur,"Programmation, Conception réseau, Sécurité des systèmes",D1202,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8864,Consultant Big Data,Transport,Bac +3,Confirmé,Consultant,"Cloud computing, Analyse financière, Analyse de données",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8865,Ingénieur Sécurité,Informatique,Bac +2,Débutant,Entrepreneur,"Sécurité des systèmes, Analyse de données, Analyse financière",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8866,Technicien Réseaux,Transport,Bac +3,Débutant,Formateur,"Analyse financière, Communication, Cloud computing",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8867,Ingénieur Sécurité,Education,Master,Débutant,Consultant,"Sécurité des systèmes, Analyse de données, Programmation",J1201,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8868,Ingénieur Sécurité,RH,Master,Intermédiaire,Consultant,"Leadership, Sécurité des systèmes, Analyse de données",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8869,Analyste Cybersécurité,Transport,Bac,Expert,Consultant,"Cloud computing, Analyse de données, Leadership",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8870,Data Scientist,Transport,Bac +3,Intermédiaire,Consultant,"Programmation, Sécurité des systèmes, Leadership",K2101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8871,Chef de Projet IT,Construction,Doctorat,Expert,Manager,"Gestion de projet, Analyse de données, Programmation",B1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8872,Ingénieur Logiciel,Informatique,Bac +3,Intermédiaire,Entrepreneur,"Analyse de données, Sécurité des systèmes, Gestion de projet",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8873,Technicien Réseaux,Marketing,Bac +2,Expert,Manager,"Programmation, Conception réseau, Gestion de projet",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8874,Consultant Big Data,RH,Bac +3,Expert,Formateur,"Conception réseau, Gestion de projet, Créativité",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8875,Consultant Big Data,Santé,Master,Débutant,Manager,"Analyse financière, Sécurité des systèmes, Gestion de projet",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8876,Ingénieur Logiciel,Énergie,Doctorat,Expert,Consultant,"Programmation, Sécurité des systèmes, Conception réseau",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8877,Consultant Big Data,Finance,Master,Expert,Consultant,"Programmation, Conception réseau, Leadership",H1206,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8878,Spécialiste Cloud,Education,Doctorat,Confirmé,Formateur,"Communication, Analyse financière, Conception réseau",I1401,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8879,Chef de Projet IT,RH,Master,Confirmé,Consultant,"Conception réseau, Programmation, Analyse financière",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8880,Data Scientist,Construction,Doctorat,Confirmé,Entrepreneur,"Créativité, Communication, Analyse de données",H1206,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8881,Chef de Projet IT,Marketing,Bac +2,Débutant,Entrepreneur,"Leadership, Créativité, Programmation",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8882,Data Scientist,Education,Doctorat,Expert,Entrepreneur,"Analyse de données, Gestion de projet, Analyse financière",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8883,Data Scientist,Énergie,Bac +3,Confirmé,Spécialiste,"Programmation, Analyse financière, Leadership",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8884,Consultant Big Data,Énergie,Master,Expert,Manager,"Analyse de données, Communication, Conception réseau",J1201,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8885,Technicien Réseaux,Énergie,Doctorat,Débutant,Manager,"Conception réseau, Programmation, Communication",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8886,Consultant Big Data,Construction,Master,Confirmé,Entrepreneur,"Gestion de projet, Cloud computing, Conception réseau",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8887,Technicien Réseaux,Commerce,Doctorat,Confirmé,Entrepreneur,"Communication, Conception réseau, Créativité",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8888,Ingénieur Logiciel,Commerce,Bac +2,Débutant,Consultant,"Analyse de données, Cloud computing, Sécurité des systèmes",F1103,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8889,Ingénieur Sécurité,Education,Bac +3,Intermédiaire,Manager,"Analyse financière, Conception réseau, Sécurité des systèmes",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8890,Technicien Réseaux,Informatique,Doctorat,Confirmé,Spécialiste,"Sécurité des systèmes, Communication, Analyse de données",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8891,Développeur Web,Informatique,Master,Expert,Formateur,"Leadership, Gestion de projet, Conception réseau",M1805,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8892,Administrateur Systèmes,Énergie,Doctorat,Débutant,Formateur,"Conception réseau, Analyse de données, Programmation",I1401,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8893,Consultant Big Data,Santé,Bac,Confirmé,Entrepreneur,"Analyse financière, Leadership, Communication",M1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8894,Technicien Réseaux,Finance,Doctorat,Expert,Manager,"Créativité, Analyse de données, Communication",N3203,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8895,Analyste Cybersécurité,Santé,Bac +3,Expert,Consultant,"Analyse de données, Analyse financière, Communication",D1202,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8896,Ingénieur Sécurité,Informatique,Master,Débutant,Spécialiste,"Programmation, Conception réseau, Créativité",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8897,Analyste Cybersécurité,Énergie,Bac,Intermédiaire,Consultant,"Créativité, Sécurité des systèmes, Analyse financière",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8898,Analyste Cybersécurité,Informatique,Master,Expert,Manager,"Sécurité des systèmes, Leadership, Analyse de données",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8899,Spécialiste Cloud,Finance,Bac +2,Expert,Consultant,"Créativité, Communication, Leadership",F1103,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8900,Consultant Big Data,Santé,Bac +2,Intermédiaire,Manager,"Créativité, Conception réseau, Gestion de projet",I1401,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8901,Ingénieur Logiciel,RH,Doctorat,Intermédiaire,Manager,"Sécurité des systèmes, Gestion de projet, Analyse financière",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8902,Data Scientist,Informatique,Bac,Confirmé,Entrepreneur,"Conception réseau, Cloud computing, Programmation",N3203,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8903,Ingénieur Logiciel,RH,Bac +3,Confirmé,Entrepreneur,"Créativité, Analyse de données, Programmation",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8904,Chef de Projet IT,Transport,Bac +3,Expert,Entrepreneur,"Gestion de projet, Leadership, Programmation",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8905,Développeur Web,Commerce,Bac,Débutant,Formateur,"Conception réseau, Créativité, Programmation",J1201,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8906,Ingénieur Sécurité,Construction,Master,Expert,Formateur,"Cloud computing, Conception réseau, Sécurité des systèmes",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8907,Consultant Big Data,Marketing,Doctorat,Expert,Entrepreneur,"Programmation, Communication, Analyse financière",G1101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8908,Développeur Web,Santé,Bac +3,Débutant,Formateur,"Créativité, Communication, Sécurité des systèmes",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8909,Administrateur Systèmes,Santé,Master,Intermédiaire,Consultant,"Conception réseau, Communication, Analyse de données",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8910,Chef de Projet IT,Marketing,Bac,Confirmé,Manager,"Analyse financière, Gestion de projet, Communication",G1101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8911,Consultant Big Data,Transport,Master,Confirmé,Entrepreneur,"Programmation, Gestion de projet, Sécurité des systèmes",B1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8912,Développeur Web,Transport,Bac,Débutant,Consultant,"Créativité, Cloud computing, Analyse de données",N3203,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8913,Consultant Big Data,Education,Bac +3,Confirmé,Spécialiste,"Programmation, Gestion de projet, Analyse de données",B1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8914,Spécialiste Cloud,Education,Doctorat,Confirmé,Manager,"Analyse de données, Conception réseau, Créativité",K2101,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8915,Analyste Cybersécurité,Santé,Bac +2,Intermédiaire,Consultant,"Gestion de projet, Conception réseau, Leadership",D1202,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8916,Consultant Big Data,Transport,Master,Expert,Manager,"Créativité, Analyse de données, Gestion de projet",D1202,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8917,Ingénieur Logiciel,Informatique,Master,Débutant,Formateur,"Analyse financière, Leadership, Communication",J1201,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8918,Technicien Réseaux,Informatique,Bac +2,Intermédiaire,Consultant,"Analyse financière, Communication, Cloud computing",B1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8919,Développeur Web,Transport,Master,Intermédiaire,Formateur,"Cloud computing, Sécurité des systèmes, Analyse financière",K2101,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8920,Technicien Réseaux,Commerce,Bac +3,Intermédiaire,Formateur,"Créativité, Sécurité des systèmes, Gestion de projet",M1805,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8921,Administrateur Systèmes,Marketing,Master,Confirmé,Formateur,"Communication, Cloud computing, Programmation",F1103,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8922,Data Scientist,Transport,Bac +2,Intermédiaire,Spécialiste,"Analyse financière, Programmation, Communication",D1202,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8923,Ingénieur Sécurité,RH,Bac,Débutant,Spécialiste,"Gestion de projet, Conception réseau, Analyse de données",H1206,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8924,Développeur Web,Education,Bac +3,Confirmé,Consultant,"Sécurité des systèmes, Cloud computing, Communication",D1202,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8925,Ingénieur Sécurité,Santé,Master,Intermédiaire,Entrepreneur,"Cloud computing, Conception réseau, Analyse de données",G1101,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8926,Chef de Projet IT,Finance,Bac +3,Expert,Formateur,"Conception réseau, Cloud computing, Analyse de données",G1101,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8927,Développeur Web,Informatique,Bac +2,Intermédiaire,Entrepreneur,"Conception réseau, Gestion de projet, Analyse de données",M1805,"Gère des projets complexes et coordonne les équipes, les budgets, et le développement technique."
8928,Chef de Projet IT,Construction,Doctorat,Débutant,Entrepreneur,"Cloud computing, Analyse de données, Communication",B1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8929,Administrateur Systèmes,Marketing,Doctorat,Intermédiaire,Formateur,"Analyse financière, Communication, Analyse de données",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8930,Spécialiste Cloud,Transport,Master,Intermédiaire,Spécialiste,"Créativité, Gestion de projet, Cloud computing",H1206,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8931,Consultant Big Data,Finance,Doctorat,Intermédiaire,Formateur,"Communication, Sécurité des systèmes, Conception réseau",F1103,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8932,Ingénieur Logiciel,Marketing,Doctorat,Expert,Consultant,"Conception réseau, Créativité, Sécurité des systèmes",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8933,Spécialiste Cloud,Santé,Bac,Expert,Formateur,"Cloud computing, Communication, Analyse de données",G1101,Spécialiste des données et des systèmes de sécurité pour contrer les menaces numériques.
8934,Analyste Cybersécurité,Énergie,Bac,Intermédiaire,Spécialiste,"Leadership, Analyse financière, Créativité",N3203,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
8935,Analyste Cybersécurité,Informatique,Doctorat,Débutant,Manager,"Gestion de projet, Créativité, Conception réseau",M1805,"Ce métier consiste à concevoir, développer, et maintenir des applications ou des systèmes répondant aux besoins des utilisateurs."
8936,Développeur Web,Transport,Bac +2,Expert,Spécialiste,"Communication, Analyse financière, Conception réseau",M1805,Les professionnels du domaine travaillent à sécuriser les infrastructures réseaux et à assurer leur bon fonctionnement.
8937,Administrateur Systèmes,RH,Bac,Expert,Manager,"Communication, Cloud computing, Analyse financière",I1401,L'ingénieur s'assure que les systèmes et logiciels utilisés respectent les standards de sécurité pour les données.
